"","Kindom","Phylum","Class","Order","Family","Genus","Species"
"OTU_9623","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9624","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",""
"OTU_9625","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIc","","",""
"OTU_9626","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_9628","Bacteria","Chloroflexi","Ardenticatenia","Ardenticatenales","","",""
"OTU_9629","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_9630","Bacteria","Chloroflexi","Ardenticatenia","","","",""
"OTU_9631","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","FFCH7168","",""
"OTU_9632","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_9633","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",""
"OTU_9634","Bacteria","TM6_(Dependentiae)","","","","",""
"OTU_9635","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9636","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_9637","Bacteria","Verrucomicrobia","unidentified_Verrucomicrobia","unidentified_Verrucomicrobia","unidentified_Verrucomicrobia","Candidatus_Methylacidiphilum",""
"OTU_9638","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_9640","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","","",""
"OTU_9641","Bacteria","Spirochaetes","unidentified_Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta_2",""
"OTU_9643","Bacteria","Chloroflexi","TK10","","","",""
"OTU_9644","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","","",""
"OTU_9646","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_9648","Bacteria","Acidobacteria","Subgroup_21","","","",""
"OTU_9649","Bacteria","","","","","",""
"OTU_9650","Bacteria","Chloroflexi","","","","",""
"OTU_9652","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","unidentified_Saprospiraceae","bacterium_YC-LK-LKJ25"
"OTU_9653","Bacteria","Chloroflexi","","","","",""
"OTU_9654","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospira",""
"OTU_9655","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9656","Bacteria","","","","","",""
"OTU_9657","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9658","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"OTU_9659","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","","",""
"OTU_9660","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IV","","",""
"OTU_9661","Bacteria","Chloroflexi","TK10","","","",""
"OTU_9663","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","","",""
"OTU_9664","Bacteria","Armatimonadetes","","","","",""
"OTU_9665","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9666","Bacteria","Chloroflexi","","","","",""
"OTU_9667","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",""
"OTU_9668","Bacteria","RBG-1_(Zixibacteria)","","","","",""
"OTU_9669","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9670","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus_Chloroploca",""
"OTU_9671","Bacteria","Acidobacteria","Subgroup_12","","","",""
"OTU_9672","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9673","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","AKYG1722","","",""
"OTU_9674","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_9676","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_9677","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","",""
"OTU_9678","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","JG30-KF-CM45","","",""
"OTU_9679","Bacteria","Proteobacteria","Gammaproteobacteria","unidentified_Gammaproteobacteria","unidentified_Gammaproteobacteria","",""
"OTU_9680","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_9681","Bacteria","","","","","",""
"OTU_9682","Bacteria","Microgenomates","Candidatus_Woesebacteria","","","",""
"OTU_9684","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",""
"OTU_9685","Bacteria","Cyanobacteria","ML635J-21","","","",""
"OTU_9686","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","",""
"OTU_9689","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9690","Bacteria","Planctomycetes","","","","",""
"OTU_9691","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"OTU_9692","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9693","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium",""
"OTU_9694","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","",""
"OTU_9695","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_9696","Bacteria","Saccharibacteria","","","","",""
"OTU_9697","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_9700","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9701","Bacteria","Acidobacteria","Subgroup_22","","","",""
"OTU_9702","Bacteria","Parcubacteria","Candidatus_Moranbacteria","","","",""
"OTU_9703","Bacteria","BRC1","","","","",""
"OTU_9704","Bacteria","Armatimonadetes","","","","",""
"OTU_9705","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"OTU_9707","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IV","","",""
"OTU_9708","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales","","",""
"OTU_9709","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia",""
"OTU_9710","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_9711","Bacteria","Chloroflexi","TK10","unidentified_TK10","unidentified_TK10","unidentified_TK10","Chloroflexi_bacterium_OLB14"
"OTU_9712","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","unidentified_Rhodospirillales","Candidatus_Alysiosphaera",""
"OTU_9714","Bacteria","Actinobacteria","Nitriliruptoria","Nitriliruptorales","Nitriliruptoraceae","",""
"OTU_9716","Bacteria","Firmicutes","Clostridia","Halanaerobiales","ODP1230B8.23","",""
"OTU_9717","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_9719","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_guangdongensis"
"OTU_9720","Bacteria","","","","","",""
"OTU_9721","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_9722","Bacteria","Saccharibacteria","","","","",""
"OTU_9723","Bacteria","Nitrospinae","Belgica2005-10-ZG-3","","","",""
"OTU_9724","Bacteria","Atribacteria","","","","",""
"OTU_9726","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","JG34-KF-361","",""
"OTU_9727","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9728","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium]_coprostanoligenes_group",""
"OTU_9729","Bacteria","Armatimonadetes","","","","",""
"OTU_9731","Bacteria","","","","","",""
"OTU_9732","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"OTU_9733","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter",""
"OTU_9734","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera",""
"OTU_9735","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_9737","Bacteria","Omnitrophica","","","","",""
"OTU_9738","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus",""
"OTU_9739","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","",""
"OTU_9740","Bacteria","Actinobacteria","Thermoleophilia","","","",""
"OTU_9743","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","",""
"OTU_9745","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13",""
"OTU_9747","Bacteria","","","","","",""
"OTU_9748","Bacteria","Planctomycetes","vadinHA49","","","",""
"OTU_9749","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","","",""
"OTU_9750","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Beggiatoa",""
"OTU_9751","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9752","Bacteria","Proteobacteria","","","","",""
"OTU_9753","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_9754","Bacteria","Firmicutes","","","","",""
"OTU_9756","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","",""
"OTU_9758","Bacteria","Actinobacteria","","","","",""
"OTU_9759","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","",""
"OTU_9760","Bacteria","Aminicenantes","","","","",""
"OTU_9762","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_9763","Bacteria","Bacteroidetes","","","","",""
"OTU_9764","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","unidentified_Rickettsiales","unidentified_Rickettsiales","endosymbiont_of_Acanthamoeba_sp._UWC8"
"OTU_9765","Bacteria","","","","","",""
"OTU_9767","Bacteria","Bacteroidetes","Bacteroidetes_VC2.1_Bac22","","","",""
"OTU_9768","Bacteria","Spirochaetes","unidentified_Spirochaetes","Spirochaetales","Leptospiraceae","Turneriella","Turneriella_parva"
"OTU_9769","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9770","Bacteria","Acidobacteria","Subgroup_18","","","",""
"OTU_9772","Bacteria","Planctomycetes","","","","",""
"OTU_9773","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_II","Rhodothermaceae","",""
"OTU_9774","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",""
"OTU_9775","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_9776","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","","",""
"OTU_9777","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","",""
"OTU_9778","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9779","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter",""
"OTU_9780","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_9781","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","",""
"OTU_9782","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIb","","",""
"OTU_9783","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Deferrisoma",""
"OTU_9784","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_9785","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"OTU_9787","Bacteria","Chlamydiae","unidentified_Chlamydiae","Chlamydiales","Chlamydiaceae","",""
"OTU_9788","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Cohnella",""
"OTU_9789","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_9790","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",""
"OTU_9791","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","",""
"OTU_9792","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9794","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium",""
"OTU_9795","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","BSV26","",""
"OTU_9796","Bacteria","Saccharibacteria","","","","",""
"OTU_9800","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9801","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_9803","Bacteria","Saccharibacteria","","","","",""
"OTU_9805","Bacteria","Spirochaetes","unidentified_Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta_2",""
"OTU_9806","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_9807","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_9808","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_9809","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","agricultural_soil_bacterium_SC-I-11"
"OTU_9811","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_9813","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_9815","Bacteria","Planctomycetes","OM190","","","",""
"OTU_9816","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Deferrisoma",""
"OTU_9817","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis",""
"OTU_9818","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","unidentified_Rickettsiales","Candidatus_Odyssella",""
"OTU_9819","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_9820","Bacteria","Chloroflexi","Dehalococcoidia","FW22","","",""
"OTU_9821","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",""
"OTU_9823","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_II","Rhodothermaceae","",""
"OTU_9825","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","","",""
"OTU_9826","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","unidentified_Xanthomonadales","unidentified_Xanthomonadales","bacterium_endosymbiont_of_Onthophagus_Taurus"
"OTU_9829","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","AKYG1722","","",""
"OTU_9830","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_9831","Bacteria","TM6_(Dependentiae)","","","","",""
"OTU_9832","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_9833","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_9834","Bacteria","Chlorobi","Chlorobia","Chlorobiales","SJA-28","",""
"OTU_9835","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_9836","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","","",""
"OTU_9837","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"OTU_9838","Bacteria","Planctomycetes","Phycisphaerae","Pla1_lineage","","",""
"OTU_9840","Bacteria","Chloroflexi","S085","","","",""
"OTU_9842","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9843","Bacteria","Planctomycetes","Pla4_lineage","","","",""
"OTU_9844","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9845","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter",""
"OTU_9846","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_9847","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","",""
"OTU_9848","Bacteria","Chloroflexi","Dehalococcoidia","GIF9","","",""
"OTU_9849","Bacteria","Verrucomicrobia","R76-B128","","","",""
"OTU_9850","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_9851","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"OTU_9852","Bacteria","Firmicutes","Bacilli","Bacillales","Family_X","Thermicanus",""
"OTU_9853","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","",""
"OTU_9854","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"OTU_9855","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","",""
"OTU_9856","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","",""
"OTU_9857","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",""
"OTU_9858","Bacteria","Bacteroidetes","ML602M-17","","","",""
"OTU_9859","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_9860","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_9861","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","MWH-CFBk5","unidentified_MWH-CFBk5","Bacteroidetes_bacterium_MWH-CFBk5"
"OTU_9862","Bacteria","","","","","",""
"OTU_9863","Bacteria","Planctomycetes","","","","",""
"OTU_9864","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum",""
"OTU_9865","Bacteria","Actinobacteria","unidentified_Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",""
"OTU_9868","Bacteria","Latescibacteria","","","","",""
"OTU_9869","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","",""
"OTU_9870","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella",""
"OTU_9871","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIb","","",""
"OTU_9872","Bacteria","Chloroflexi","Ardenticatenia","Ardenticatenales","","",""
"OTU_9873","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIc","","",""
"OTU_9874","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","FFCH7168","",""
"OTU_9875","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudobacteroides",""
"OTU_9876","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","",""
"OTU_9877","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_9878","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","",""
"OTU_9879","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_9880","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9881","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","",""
"OTU_9882","Bacteria","Actinobacteria","unidentified_Actinobacteria","","","",""
"OTU_9883","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","",""
"OTU_9884","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIb","","",""
"OTU_9885","Bacteria","Firmicutes","Clostridia","Halanaerobiales","ODP1230B8.23","unidentified_ODP1230B8.23","Burkholderiales_bacterium_Beta_02"
"OTU_9886","Bacteria","Planctomycetes","Pla3_lineage","","","",""
"OTU_9887","Bacteria","Proteobacteria","Deltaproteobacteria","","","",""
"OTU_9889","Bacteria","Chloroflexi","TK10","","","",""
"OTU_9890","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9891","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_9893","Bacteria","Chloroflexi","","","","",""
"OTU_9894","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9895","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_9896","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_9897","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella",""
"OTU_9898","Bacteria","Parcubacteria","","","","",""
"OTU_9899","Bacteria","Actinobacteria","","","","",""
"OTU_9900","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","",""
"OTU_9902","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera",""
"OTU_9903","Bacteria","Acidobacteria","Subgroup_6","","","",""
