"","S1.F.1.U","S2.F.U","S3.F.U","S4.F.U","S6.F.U","S7.F.U","S9.F.U","S10.F.U","S13.F.U","S14.F.U","S16.F.U","S18.F.U","S19.F.U","S20.F.U","S21.F.U","S22.F.U","S24.F.U","S25.F.U","S26.F.U","S27.F.U","S29.F.U","S30.F.U","S31.F.U","S32.F.U","S37.F.U","S40.F.U","S41.F.U","S42.F.U"
"OTU_207",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,19,8,0,0,8,2,1
"OTU_208",21,10,11,22,23,11,83,19,48,10,47,29,28,27,19,61,10,19,35,22,53,9,20,45,36,10,44,18
"OTU_209",0,0,0,0,0,4,4,3,0,0,0,0,5,2,1,25,32,44,6,0,1,0,0,0,0,0,0,0
"OTU_210",0,0,0,0,0,2,0,0,2,1,2,2,0,0,10,16,10,2,14,0,0,0,2,1,1,0,1,2
"OTU_211",42,71,13,3,1,20,0,7,5,3,10,2,1,0,0,0,1,0,1,0,1,1,2,0,0,0,2,3
"OTU_212",22,16,14,21,35,11,21,14,34,46,9,24,31,48,29,27,6,25,41,34,13,13,9,20,28,23,32,31
"OTU_213",20,7,19,17,21,16,19,14,22,14,11,3,8,13,12,12,5,6,18,11,18,4,6,13,3,8,8,15
"OTU_214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,1,0,2,1,0,0
"OTU_215",0,1,4,0,1,2,12,13,0,0,14,5,3,0,6,2,5,2,3,0,5,0,3,1,0,0,0,0
"OTU_216",29,0,21,74,5,17,41,2,237,53,0,40,26,28,27,65,9,4,14,32,23,4,6,33,19,11,57,32
"OTU_217",22,10,10,14,14,10,12,18,13,14,43,29,10,9,10,25,40,15,5,6,9,4,6,11,36,9,26,10
"OTU_218",49,47,50,39,78,27,43,33,39,31,34,20,36,57,19,29,7,34,39,50,53,37,36,34,36,37,35,28
"OTU_219",7,3,4,9,3,14,20,11,13,5,11,26,8,13,6,49,6,11,8,3,6,8,6,15,53,25,49,12
"OTU_220",15,34,6,1,0,12,1,3,6,4,7,1,5,0,1,0,0,0,1,1,0,3,40,1,18,3,0,4
"OTU_221",1,5,7,1,0,0,3,2,1,6,13,1,4,6,4,3,1,1,0,9,3,0,0,0,0,0,0,0
"OTU_222",4,17,4,1,3,2,4,14,11,4,19,23,14,3,9,20,17,40,13,17,4,2,0,4,6,1,5,8
"OTU_223",9,14,15,21,17,19,13,14,25,25,17,10,17,13,19,11,31,6,17,16,40,3,3,8,15,26,9,10
"OTU_224",14,25,7,7,3,5,2,13,19,8,21,11,2,3,12,6,0,6,1,6,11,0,1,2,0,2,2,0
"OTU_225",5,10,5,10,12,11,11,16,8,7,3,3,10,13,10,8,1,15,16,14,14,2,0,14,7,4,6,5
"OTU_226",12,3,9,12,5,14,3,7,13,9,5,18,7,12,19,14,10,32,19,6,20,9,9,13,20,12,29,21
"OTU_227",27,22,19,33,27,23,34,24,21,17,6,4,7,8,9,9,6,8,9,7,14,10,5,8,4,2,4,16
"OTU_228",3,1,3,9,1,3,6,4,7,4,14,6,7,2,0,11,1,1,1,4,5,7,3,8,27,5,39,6
"OTU_229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,4,0,13,0,0
"OTU_230",0,1,8,0,1,1,0,1,0,0,9,7,4,0,5,1,2,8,4,2,0,1,0,2,0,0,1,2
"OTU_231",18,17,9,13,7,20,23,17,15,29,21,9,23,17,15,16,16,20,14,15,9,13,3,27,5,7,15,11
"OTU_232",10,16,15,19,1,9,2,2,18,9,4,2,0,0,2,5,2,1,3,4,6,0,0,2,1,1,1,0
"OTU_233",25,15,24,35,4,10,2,8,11,9,23,3,3,2,3,5,1,6,1,4,3,7,48,8,29,9,22,18
"OTU_234",3,1,1,4,5,3,7,3,1,0,2,4,4,3,2,4,1,5,1,3,5,2,5,16,15,1,21,0
"OTU_235",4,5,7,12,4,9,17,17,6,12,1,13,9,21,6,8,1,23,15,23,42,3,6,20,0,3,6,1
"OTU_236",4,4,7,7,23,26,4,5,8,17,8,5,19,9,30,4,13,22,13,3,4,8,5,8,4,16,5,13
"OTU_237",6,1,0,2,0,4,13,8,6,2,2,3,12,8,8,4,2,36,6,22,16,1,1,18,19,4,26,8
"OTU_238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12
"OTU_239",38,30,29,22,17,16,24,19,32,25,11,5,6,17,11,6,2,2,15,8,19,10,8,11,7,13,14,27
"OTU_240",27,19,7,25,36,7,15,33,19,12,13,11,15,10,18,13,12,12,19,2,8,37,5,9,4,17,10,33
"OTU_241",40,13,26,26,19,11,33,15,26,10,23,23,10,31,18,26,8,10,21,20,27,10,19,20,26,12,17,3
"OTU_242",70,4,13,3,19,2,10,2,24,41,2,4,10,29,2,36,1,23,5,37,15,4,17,6,2,1,20,13
"OTU_243",1,1,8,1,0,2,1,1,0,0,10,8,10,0,1,2,5,16,0,0,6,10,3,7,1,1,2,1
"OTU_244",0,0,1,0,0,1,0,2,1,3,9,3,6,0,9,15,6,14,1,1,12,6,9,8,6,2,14,12
"OTU_245",20,9,24,32,17,15,24,15,10,30,17,11,14,31,24,5,26,4,15,33,36,17,27,47,19,5,7,8
"OTU_246",0,0,0,1,0,3,1,2,0,1,1,5,30,6,26,12,22,4,14,0,1,1,0,1,0,1,0,0
"OTU_247",6,7,6,8,15,3,4,4,6,9,2,2,4,11,2,1,1,6,10,4,11,1,4,7,4,5,7,9
"OTU_248",19,14,33,35,16,70,38,29,30,47,17,18,72,54,115,21,14,44,25,31,21,21,15,67,17,32,23,39
"OTU_249",8,3,10,11,10,15,4,4,7,10,4,11,11,12,15,11,5,15,11,18,21,4,8,32,24,7,11,4
"OTU_250",31,36,9,3,2,7,0,1,0,0,1,0,1,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0
"OTU_251",13,21,19,21,58,33,24,20,19,31,3,7,22,46,22,22,3,9,19,22,17,6,16,8,7,13,7,14
"OTU_252",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,0,0,0,0,11,8,16,1,0,0,0
"OTU_253",0,7,1,1,0,4,1,0,3,4,4,1,1,1,2,2,5,5,1,7,4,2,3,3,4,1,2,5
"OTU_254",8,5,6,6,1,5,7,5,12,0,6,18,12,12,13,13,16,25,8,5,5,7,5,2,6,18,7,3
"OTU_255",3,16,7,14,9,4,7,10,12,4,18,6,8,4,7,4,16,7,9,6,14,9,7,7,10,10,17,4
"OTU_256",3,53,7,12,20,28,4,42,13,27,23,3,45,28,34,7,43,22,29,17,16,23,28,26,6,34,9,2
"OTU_257",15,18,14,16,2,7,5,5,3,16,5,0,0,8,0,0,1,0,1,6,2,0,1,1,0,1,3,2
"OTU_258",0,2,4,0,1,2,5,5,1,0,4,5,6,0,4,2,2,2,1,1,0,1,0,5,12,0,9,4
"OTU_259",17,27,12,26,1,14,31,32,27,15,20,1,4,10,0,1,7,4,5,8,11,1,0,0,0,1,0,0
"OTU_260",4,2,10,8,18,2,3,15,7,12,13,2,12,12,40,12,7,1,11,10,12,5,4,20,4,5,10,0
"OTU_261",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,5,0,0,8,17,44,4,0,10,0
"OTU_262",1,0,28,0,1,9,4,5,0,1,2,1,7,0,8,2,4,2,2,3,3,23,2,1,1,2,0,0
"OTU_263",3,9,9,7,8,14,11,20,9,9,6,3,1,6,8,5,25,5,9,5,17,4,0,14,8,8,13,4
"OTU_264",3,3,3,3,4,2,5,6,5,2,6,4,1,4,2,4,8,8,6,3,2,13,87,23,6,2,5,2
"OTU_265",0,1,0,0,0,0,1,4,0,0,0,32,0,0,4,48,27,5,17,0,1,26,16,4,2,5,1,0
"OTU_266",4,0,4,5,0,2,16,8,10,0,8,109,3,7,5,16,3,11,4,4,6,2,5,5,4,2,2,1
"OTU_267",11,7,5,1,4,9,12,3,4,8,8,9,8,10,7,16,3,7,11,8,17,1,5,8,7,4,2,10
"OTU_268",0,1,1,0,1,3,0,1,5,1,12,7,8,0,4,2,3,12,2,1,2,0,1,9,6,0,9,4
"OTU_269",7,5,23,17,2,13,41,33,23,14,4,15,11,5,9,20,30,23,9,5,15,3,4,14,7,3,4,0
"OTU_270",33,128,43,69,61,36,34,26,37,26,12,4,14,33,21,14,2,6,36,21,31,9,26,22,5,5,13,74
"OTU_271",0,0,10,0,5,5,1,4,1,0,23,0,4,0,8,12,7,4,0,0,9,2,2,25,12,0,15,2
"OTU_272",1,0,1,7,8,12,16,5,0,4,2,3,3,3,10,10,0,2,13,9,4,0,2,7,0,1,8,2
"OTU_273",30,37,41,38,14,53,45,57,42,30,25,182,24,21,16,36,29,27,21,13,16,10,19,14,4,7,11,11
"OTU_274",13,8,4,5,0,4,7,6,2,6,3,1,0,5,0,1,4,0,1,1,2,2,4,1,1,1,1,6
"OTU_275",1,2,4,4,2,4,6,11,2,0,5,2,2,2,2,2,4,4,1,2,6,7,1,26,18,2,9,5
"OTU_276",4,7,8,9,10,17,15,21,13,19,20,23,23,11,21,22,16,10,8,20,13,20,8,16,14,11,9,13
"OTU_277",6,19,10,16,35,13,18,21,12,29,24,7,59,42,75,19,27,29,43,17,32,21,31,28,19,23,9,8
"OTU_278",0,0,11,11,0,19,13,6,13,3,9,80,1,1,11,9,3,5,4,0,6,4,17,7,5,1,2,0
"OTU_279",14,31,17,24,13,18,16,64,33,12,121,26,25,15,16,59,109,28,28,20,31,63,101,57,151,45,49,21
"OTU_280",3,3,9,5,3,2,7,3,10,2,18,9,1,2,5,10,5,1,5,0,11,1,7,5,10,5,13,4
"OTU_281",9,7,13,13,4,14,7,13,9,6,2,10,10,7,14,9,5,7,6,8,9,9,9,6,14,7,13,8
"OTU_282",26,18,21,33,31,21,22,21,29,15,9,7,4,18,12,10,4,8,22,27,29,8,10,5,1,5,2,10
"OTU_283",1,0,1,0,0,2,1,0,1,0,2,6,9,9,4,13,0,5,7,5,7,1,6,19,23,10,32,14
"OTU_284",1,0,9,1,0,5,4,4,1,3,4,13,2,0,2,10,7,4,8,1,6,19,9,3,2,14,5,1
"OTU_285",4,11,3,13,11,17,31,16,5,7,7,10,3,7,7,12,11,6,17,13,22,2,3,5,8,1,0,6
"OTU_286",23,18,4,18,28,11,31,17,23,21,30,9,16,18,18,21,26,11,13,10,13,25,14,7,18,37,22,22
"OTU_287",3,3,7,2,1,9,5,5,1,8,4,3,8,5,9,8,13,19,9,3,6,0,0,1,0,0,0,5
"OTU_288",10,6,12,12,12,9,3,12,9,5,22,17,11,4,9,6,12,6,10,10,9,24,24,20,22,8,3,2
"OTU_289",1,0,0,0,1,0,0,0,1,0,1,0,3,0,0,2,5,2,0,0,0,5,8,8,0,0,4,1
"OTU_290",0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,22,0,30,0,0,0
"OTU_291",16,3,6,7,10,12,8,4,5,8,3,2,20,21,4,4,1,14,7,19,13,5,11,3,2,3,2,7
"OTU_292",97,128,47,65,68,15,51,7,51,20,18,3,12,34,3,66,3,21,24,9,33,13,60,15,19,12,44,10
"OTU_293",4,33,7,1,0,12,9,47,8,7,30,7,0,23,0,11,32,16,14,26,22,10,10,0,0,1,0,0
"OTU_294",0,0,0,0,0,0,0,0,3,1,0,0,35,0,32,20,0,0,1,0,1,0,0,0,0,0,0,2
"OTU_295",2,41,17,7,28,20,22,31,11,41,23,0,8,29,9,0,9,2,15,23,12,2,2,16,29,2,7,5
"OTU_296",0,0,0,0,0,3,2,2,0,0,0,5,0,0,1,11,2,3,0,1,3,22,11,3,2,4,0,1
"OTU_297",4,3,15,2,1,4,15,4,12,4,16,69,3,1,2,5,4,6,3,2,7,10,7,22,5,0,7,0
"OTU_298",4,11,8,10,8,4,5,11,5,7,15,3,3,2,4,5,3,1,5,5,8,7,20,15,23,4,20,15
"OTU_299",31,39,15,13,4,28,1,20,2,0,15,0,3,1,2,3,4,0,0,1,6,0,3,0,0,1,0,6
"OTU_300",2,0,2,5,0,0,5,2,10,4,1,6,6,5,5,8,3,7,6,3,2,3,3,6,3,2,6,4
"OTU_301",14,16,13,26,15,20,21,19,21,15,18,14,26,22,11,8,22,20,12,35,21,31,20,14,13,18,19,15
"OTU_302",5,11,12,10,41,22,28,16,8,15,11,20,41,32,31,23,14,28,42,27,20,42,11,44,20,25,16,11
"OTU_303",8,11,11,7,5,18,8,9,12,17,20,5,17,15,8,6,7,8,5,5,8,9,0,5,4,1,1,2
"OTU_304",9,24,10,13,17,15,6,18,4,15,3,3,8,10,9,4,12,6,4,6,9,13,3,7,2,4,8,2
"OTU_305",1,1,3,3,1,7,3,3,1,2,2,1,3,4,6,7,12,5,4,6,17,4,2,4,7,10,5,5
"OTU_306",8,2,23,5,14,7,16,22,17,16,23,8,22,14,53,15,39,36,19,23,22,46,7,19,7,13,15,8
"OTU_307",5,12,5,6,15,2,8,27,2,16,11,2,14,13,12,4,13,2,10,21,7,5,4,8,17,11,4,2
"OTU_308",3,4,1,9,8,22,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_309",5,5,10,12,3,6,8,5,13,5,11,6,2,9,2,8,5,2,5,20,40,5,13,4,5,4,7,2
"OTU_310",31,28,12,22,22,23,31,45,22,33,70,26,27,22,25,37,55,34,42,22,27,22,33,23,46,25,30,47
"OTU_311",0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,4,0,1,0,0,0,1,7,0,0,3
"OTU_312",7,25,15,3,6,5,7,36,8,6,25,6,4,5,1,1,9,13,8,13,11,0,0,1,0,1,0,1
"OTU_313",33,9,8,11,39,3,6,2,5,37,0,2,7,19,4,8,1,4,8,9,18,7,41,2,7,3,4,9
"OTU_314",3,0,0,3,0,0,0,0,25,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_315",1,0,1,0,6,1,0,1,0,1,1,0,55,5,12,2,0,2,6,3,2,19,64,2,10,159,23,38
"OTU_316",3,5,10,3,1,6,6,2,7,4,1,3,3,9,4,4,3,4,1,7,13,4,16,2,5,5,4,9
"OTU_317",9,5,0,3,3,8,5,8,7,5,3,9,7,5,6,5,7,7,17,10,8,4,0,13,15,9,15,7
"OTU_318",0,10,11,9,3,5,1,7,5,4,18,6,3,0,1,1,15,3,0,1,0,5,0,0,12,5,2,1
"OTU_319",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,0,10,0,0,16,1,3,0,3,0,0
"OTU_320",26,21,15,26,17,15,22,22,25,22,41,21,16,20,7,37,66,23,12,21,26,20,32,15,27,44,28,17
"OTU_321",11,19,9,8,4,3,12,12,6,32,12,0,1,2,1,0,1,0,4,2,3,1,5,0,2,0,0,7
"OTU_322",1,0,20,3,0,5,2,1,6,0,4,2,0,0,10,2,6,0,8,0,0,0,0,3,2,1,2,1
"OTU_323",4,4,5,2,6,7,3,11,4,4,7,8,14,6,13,7,11,17,1,20,9,4,5,10,8,17,14,13
"OTU_324",20,22,36,35,74,67,44,31,37,32,10,19,39,44,29,28,16,21,24,16,28,23,2,13,15,19,17,11
"OTU_325",3,2,3,2,3,2,1,4,3,6,4,5,4,5,0,6,16,5,2,5,6,9,16,7,25,7,14,15
"OTU_326",1,1,3,3,0,5,11,8,2,1,4,1,7,0,4,4,9,10,2,0,4,0,2,1,3,1,1,2
"OTU_327",2,3,2,3,12,3,7,8,2,7,1,1,7,2,2,6,1,3,11,20,16,3,3,10,6,3,3,4
"OTU_328",14,2,1,13,2,11,1,0,8,4,0,30,5,7,6,13,11,0,8,3,2,0,1,1,0,0,0,2
"OTU_329",13,20,25,33,21,29,41,40,24,32,34,47,13,19,20,22,27,38,45,12,32,47,32,41,26,32,30,26
"OTU_330",1,1,1,2,0,1,1,0,0,0,1,3,1,0,2,1,5,5,0,0,1,18,21,1,16,4,4,2
"OTU_331",21,13,18,10,5,8,16,4,26,13,1,21,9,28,28,40,7,4,31,15,17,1,5,2,9,4,9,9
"OTU_332",0,1,7,0,0,5,1,0,2,1,6,8,3,4,0,5,7,14,5,7,3,0,0,3,2,0,6,1
"OTU_333",22,61,33,56,97,15,49,80,20,25,88,31,89,55,39,77,51,136,79,49,40,58,26,108,59,242,102,58
"OTU_334",45,19,42,40,21,15,29,25,16,37,18,12,29,36,15,16,9,27,20,24,19,7,13,14,13,19,24,9
"OTU_335",7,2,5,6,0,5,8,8,10,0,1,3,4,1,2,6,8,7,1,1,2,0,2,8,12,1,6,1
"OTU_336",30,53,23,29,25,28,18,38,5,0,5,3,4,15,10,7,0,0,1,2,2,8,10,8,6,0,0,0
"OTU_337",1,2,3,1,2,1,4,12,1,2,1,5,6,2,4,2,2,10,2,5,3,1,0,8,4,0,2,3
"OTU_338",1,12,3,2,4,5,11,10,5,3,12,3,9,6,4,4,2,2,5,7,1,0,0,3,4,1,3,1
"OTU_339",12,39,8,11,9,25,15,19,7,12,29,1,9,17,10,9,12,8,8,10,29,21,7,4,10,5,6,2
"OTU_340",16,30,14,21,36,18,25,9,9,17,5,6,8,18,9,16,5,10,15,17,13,29,22,8,18,19,12,12
"OTU_341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,11,18,25,17,0,15,0
"OTU_342",7,10,5,33,15,57,1,1,1,0,0,2,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,1
"OTU_343",0,1,1,0,1,0,3,2,0,1,2,0,1,0,1,0,2,0,0,0,1,3,8,11,3,0,2,3
"OTU_344",1,0,5,1,1,2,1,3,3,0,5,7,14,10,13,21,3,6,5,8,1,0,1,16,10,1,10,2
"OTU_345",5,5,7,3,8,9,8,5,10,32,5,1,2,8,1,6,7,6,7,21,27,2,15,3,8,6,3,4
"OTU_346",51,10,58,19,5,30,10,5,17,19,2,10,6,19,1,7,8,34,8,7,4,4,2,1,2,6,4,41
"OTU_347",1,10,7,1,2,0,0,8,4,3,2,0,6,0,8,5,0,0,0,0,0,1,0,8,39,0,10,0
"OTU_348",0,0,0,3,0,0,3,2,2,1,2,68,1,3,24,44,11,5,15,0,3,0,13,12,4,0,0,0
"OTU_349",17,20,8,10,5,6,8,11,5,21,6,0,1,12,2,1,1,1,1,11,26,6,18,0,6,6,1,6
"OTU_350",3,2,1,1,1,3,8,3,2,4,0,0,5,6,8,18,2,5,2,4,3,2,1,1,7,8,10,4
"OTU_351",15,2,25,10,5,7,5,3,21,13,0,3,3,3,8,7,0,1,3,16,6,1,0,1,4,3,0,2
"OTU_352",20,11,11,10,21,14,20,6,13,14,1,13,6,24,9,2,2,6,8,11,28,6,23,4,4,7,4,19
"OTU_353",47,38,54,50,52,27,40,24,32,40,11,9,22,43,29,26,20,24,31,64,36,18,39,22,37,14,26,45
"OTU_354",17,27,12,14,16,5,5,3,11,11,6,3,1,8,3,16,0,4,2,5,8,20,31,16,123,4,34,11
"OTU_355",4,2,10,7,8,2,11,19,4,2,14,5,11,3,11,3,4,7,8,8,6,4,1,6,2,2,5,2
"OTU_356",23,6,13,25,0,6,21,11,38,18,19,9,0,2,2,5,1,1,1,4,0,1,6,5,4,0,0,1
"OTU_357",10,6,2,8,6,5,8,7,6,9,4,1,4,14,2,3,2,7,4,9,4,1,8,4,6,7,6,5
"OTU_358",7,4,8,5,1,7,17,20,16,13,6,1,5,5,5,2,5,6,1,3,8,2,0,0,2,2,1,2
"OTU_359",4,13,26,6,7,22,25,20,10,36,14,2,13,21,12,6,13,16,11,24,27,24,2,11,9,13,6,7
"OTU_360",0,3,5,7,8,12,7,13,6,12,3,8,17,6,24,8,7,7,12,8,15,6,0,6,2,16,11,6
"OTU_361",13,15,15,14,0,15,39,15,11,2,18,3,11,4,4,2,1,1,0,0,0,3,4,5,25,5,8,3
"OTU_362",14,4,23,8,5,22,12,17,13,21,7,21,19,8,21,15,19,11,10,8,24,3,10,8,9,3,6,6
"OTU_363",0,0,7,0,0,5,2,3,1,0,4,10,0,0,2,4,9,1,0,0,3,0,3,2,4,0,0,0
"OTU_364",1,9,6,4,0,1,2,7,12,23,6,2,0,0,1,0,3,2,2,6,3,3,0,1,0,1,1,2
"OTU_365",1,3,10,1,2,1,11,9,0,2,9,37,4,2,7,10,23,18,4,1,4,15,3,6,6,4,6,2
"OTU_366",11,3,4,11,17,4,6,1,7,13,1,3,7,5,14,3,0,23,9,12,5,6,13,3,5,9,3,7
"OTU_367",20,8,11,9,22,5,15,6,3,9,2,2,1,9,1,0,0,2,2,11,16,2,2,0,2,1,1,0
"OTU_368",15,11,4,13,53,7,18,8,8,11,4,9,12,24,17,9,3,2,37,21,24,1,2,9,6,3,13,6
"OTU_369",24,10,15,22,22,25,15,5,8,11,3,1,9,19,10,1,1,4,5,12,8,2,6,2,0,3,2,2
"OTU_370",3,3,0,3,0,0,4,7,2,6,6,8,4,2,6,14,5,16,9,8,2,1,0,1,3,0,0,1
"OTU_371",12,4,5,7,4,6,3,3,7,10,6,5,3,4,1,1,3,2,2,3,1,3,6,2,5,1,4,12
"OTU_372",3,1,1,1,0,2,1,0,0,0,0,17,8,2,12,10,4,0,6,1,3,2,2,1,0,7,2,32
"OTU_373",4,0,11,6,20,12,5,6,4,10,0,4,9,15,11,5,0,5,15,8,13,0,1,3,6,1,4,2
"OTU_374",37,23,23,12,14,14,26,13,9,8,12,14,13,17,11,14,1,11,26,33,34,2,3,4,6,4,11,14
"OTU_375",15,15,18,8,6,20,0,2,15,14,5,8,6,3,5,8,2,0,2,2,1,0,0,0,1,0,1,1
"OTU_376",3,15,15,13,7,7,11,10,7,14,8,7,18,8,20,13,12,6,6,2,5,10,6,11,7,7,7,4
"OTU_377",6,2,14,3,4,10,0,0,2,8,0,1,6,7,4,1,21,5,2,2,2,0,0,1,4,5,3,4
"OTU_378",9,22,21,21,32,20,12,18,13,12,11,3,29,10,21,12,9,5,8,13,13,17,5,16,6,9,4,4
"OTU_379",9,16,15,24,5,4,7,10,6,14,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0
"OTU_380",3,7,2,6,10,3,10,7,3,3,0,0,9,9,13,5,1,5,4,13,4,0,2,2,2,13,5,4
"OTU_381",13,12,10,15,8,6,9,6,23,19,18,4,6,6,9,10,10,9,12,6,10,5,16,5,9,11,3,8
"OTU_382",2,0,1,0,0,3,4,1,5,0,5,30,0,1,8,10,7,2,7,1,3,4,11,5,1,3,0,1
"OTU_383",0,0,0,0,0,1,6,5,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"OTU_384",8,8,1,7,5,9,2,6,6,9,6,4,12,8,3,4,2,11,8,5,10,10,8,4,14,12,7,8
"OTU_385",1,0,2,0,0,4,0,0,2,2,9,4,0,1,0,4,0,1,0,1,6,1,0,25,8,0,6,2
"OTU_386",1,3,15,0,2,5,8,2,1,2,1,6,2,0,0,6,9,3,2,1,0,9,2,6,1,2,0,4
"OTU_387",28,21,46,56,48,62,38,31,49,60,124,38,119,41,128,59,28,83,75,75,62,269,161,99,75,62,48,428
"OTU_388",0,0,5,0,0,0,2,0,1,0,3,4,5,6,1,1,5,4,3,2,1,0,0,2,13,2,4,3
"OTU_389",13,6,13,9,11,6,41,16,17,9,11,16,12,21,17,22,7,4,24,27,27,10,4,14,9,3,7,8
"OTU_390",13,13,12,8,24,13,7,9,12,21,13,14,29,8,17,5,19,23,20,15,7,8,8,13,12,33,19,15
"OTU_391",20,72,30,19,23,17,28,68,25,29,17,13,23,19,17,20,15,15,27,50,52,14,6,15,11,9,4,2
"OTU_392",6,4,7,10,9,14,4,5,5,3,15,4,6,3,4,4,8,3,7,13,6,8,8,6,10,5,7,2
"OTU_393",5,18,12,8,6,13,7,17,11,15,15,5,14,13,13,6,5,9,15,11,15,8,6,14,3,3,7,11
"OTU_394",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,4,0,0,2,1,0,1
"OTU_395",4,5,9,3,5,3,6,9,10,11,9,0,3,5,0,0,2,0,0,4,1,1,0,0,0,0,1,2
"OTU_396",16,45,18,10,27,14,12,32,18,26,30,1,18,20,32,8,46,10,31,22,32,27,21,16,10,10,10,4
"OTU_397",0,1,7,1,0,0,3,3,1,0,8,9,14,2,7,9,2,4,3,1,3,5,8,13,3,2,5,6
"OTU_398",0,1,1,0,0,0,2,1,1,0,0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3
"OTU_399",2,2,1,2,1,9,11,3,3,4,3,5,9,10,5,1,0,2,2,11,3,6,1,4,5,3,6,4
"OTU_400",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,0
"OTU_401",12,6,11,14,5,5,13,7,11,12,6,11,8,10,17,25,1,3,4,8,17,6,6,13,8,21,15,22
"OTU_402",2,2,2,1,3,1,6,2,2,3,2,3,7,13,7,8,1,3,15,19,6,0,1,5,2,1,3,2
"OTU_403",2,6,5,3,8,7,7,11,4,3,12,10,10,13,6,9,13,36,38,12,7,7,11,29,19,22,27,26
"OTU_404",3,1,3,2,0,6,3,0,11,3,4,7,3,2,7,10,7,15,6,11,5,0,0,6,11,6,8,3
"OTU_405",2,4,12,9,9,5,6,6,17,17,20,5,11,14,5,25,44,26,6,8,11,10,6,7,23,15,10,5
"OTU_406",5,8,7,7,6,3,11,3,5,8,7,6,17,11,11,7,8,6,10,8,3,7,2,11,7,8,9,7
"OTU_407",43,39,18,48,66,27,47,14,38,22,44,23,10,24,11,40,7,8,51,18,32,51,17,16,49,23,18,13
"OTU_408",2,2,3,3,1,2,5,2,2,3,1,10,7,1,3,6,3,4,2,2,0,3,0,4,1,3,6,1
"OTU_409",18,5,18,9,0,3,6,0,10,6,0,6,1,1,9,11,2,2,3,5,6,4,6,1,1,7,2,13
"OTU_410",2,0,1,2,3,4,10,6,1,5,4,9,6,5,11,21,1,3,12,5,9,1,4,4,8,3,5,8
"OTU_411",5,20,10,10,9,10,10,17,17,26,10,2,6,11,5,2,8,4,1,17,7,7,12,1,0,1,2,16
"OTU_412",0,0,21,0,4,7,7,7,0,7,4,3,14,3,10,7,31,21,7,6,13,3,0,11,5,1,6,6
"OTU_413",4,4,16,7,13,8,8,5,12,9,2,8,6,9,8,14,5,2,12,3,6,9,3,6,3,10,13,9
"OTU_414",0,1,6,0,2,1,0,1,0,0,3,1,5,0,5,0,0,6,0,0,1,0,0,3,0,0,0,1
"OTU_415",12,18,8,4,4,3,0,8,3,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_416",9,16,12,9,11,14,8,23,3,14,12,3,6,9,4,7,12,6,28,13,17,4,5,9,3,8,3,5
"OTU_417",7,10,15,23,49,67,18,33,11,23,16,3,16,18,18,7,2,7,34,13,20,12,5,25,4,8,13,8
"OTU_418",3,3,2,2,1,0,1,2,4,0,6,6,0,8,0,0,1,4,0,0,4,3,0,2,0,0,1,0
"OTU_419",2,4,2,1,2,1,11,8,3,5,11,1,2,3,4,7,12,1,4,4,1,6,13,3,5,9,1,0
"OTU_421",0,1,1,3,1,3,0,1,4,3,0,3,15,0,12,7,2,0,1,0,0,0,0,0,0,0,0,0
"OTU_422",9,7,10,14,12,11,10,9,14,26,10,26,12,10,28,23,16,8,17,25,18,2,2,20,9,17,8,12
"OTU_423",0,0,11,0,2,3,2,1,0,1,13,0,0,0,0,4,3,4,0,0,3,0,1,0,0,0,0,0
"OTU_424",7,6,6,10,6,16,9,13,3,10,1,5,6,4,9,7,31,9,11,5,10,0,4,7,2,5,3,1
"OTU_425",0,0,0,0,4,0,1,0,0,1,3,2,1,0,0,3,0,1,0,0,2,0,1,3,2,0,5,4
"OTU_426",3,8,3,2,3,4,1,2,7,20,2,3,4,11,3,6,3,2,8,4,1,2,2,1,0,0,8,6
